AlbumId,Title,ArtistId
252.0,Un-Led-Ed,157.0
253.0,"Battlestar Galactica (Classic), Season 1",158.0
254.0,Aquaman,159.0
255.0,Instant Karma: The Amnesty International Campaign to Save Darfur,150.0
256.0,Speak of the Devil,114.0
257.0,20th Century Masters - The Millennium Collection: The Best of Scorpions,179.0
258.0,House of Pain,180.0
259.0,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,36.0
260.0,Cake: B-Sides and Rarities,196.0
261.0,"LOST, Season 4",149.0
262.0,Quiet Songs,197.0
263.0,Muso Ko,198.0
264.0,Realize,199.0
265.0,Every Kind of Light,200.0
266.0,Duos II,201.0
267.0,Worlds,202.0
268.0,The Best of Beethoven,203.0
269.0,Temple of the Dog,204.0
270.0,Carry On,205.0
271.0,Revelations,8.0
272.0,Adorate Deum: Gregorian Chant from the Proper of the Mass,206.0
273.0,Allegri: Miserere,207.0
274.0,Pachelbel: Canon & Gigue,208.0
275.0,Vivaldi: The Four Seasons,209.0
276.0,Bach: Violin Concertos,210.0
277.0,Bach: Goldberg Variations,211.0
278.0,Bach: The Cello Suites,212.0
279.0,Handel: The Messiah (Highlights),213.0
LOGIC_ERROR,The World of Classical Favourites,214.0
281.0,Sir Neville Marriner: A Celebration,215.0
282.0,Mozart: Wind Concertos,216.0
283.0,Haydn: Symphonies 99 - 104,217.0
284.0,Beethoven: Symhonies Nos. 5 & 6,218.0
285.0,A Soprano Inspired,219.0
286.0,Great Opera Choruses,220.0
287.0,Wagner: Favourite Overtures,221.0
288.0,"Fauré: Requiem, Ravel: Pavane & Others",222.0
289.0,Tchaikovsky: The Nutcracker,223.0
290.0,The Last Night of the Proms,224.0
291.0,Puccini: Madama Butterfly - Highlights,225.0
292.0,"Holst: The Planets, Op. 32 & Vaughan Williams: Fantasies",226.0
293.0,Pavarotti's Opera Made Easy,227.0
294.0,Great Performances - Barber's Adagio and Other Romantic Favorites for Strings,228.0
295.0,Carmina Burana,229.0
296.0,"A Copland Celebration, Vol. I",230.0
297.0,Bach: Toccata & Fugue in D Minor,231.0
298.0,Prokofiev: Symphony No.1,232.0
299.0,Scheherazade,233.0
300.0,Bach: The Brandenburg Concertos,234.0
301.0,Chopin: Piano Concertos Nos. 1 & 2,235.0
LOGIC_ERROR,,236.0
303.0,Sibelius: Finlandia,237.0
304.0,Beethoven Piano Sonatas: Moonlight & Pastorale,238.0
305.0,Great Recordings of the Century - Mahler: Das Lied von der Erde,240.0
306.0,Elgar: Cello Concerto & Vaughan Williams: Fantasias,241.0
307.0,"Adams, John: The Chairman Dances",242.0
308.0,"Tchaikovsky: 1812 Festival Overture, Op.49, Capriccio Italien & Beethoven: Wellington's Victory",243.0
309.0,Palestrina: Missa Papae Marcelli & Allegri: Miserere,244.0
310.0,Prokofiev: Romeo & Juliet,245.0
311.0,Strauss: Waltzes,226.0
312.0,Berlioz: Symphonie Fantastique,245.0
313.0,Bizet: Carmen Highlights,246.0
314.0,English Renaissance,247.0
315.0,Handel: Music for the Royal Fireworks (Original Version 1749),208.0
316.0,Grieg: Peer Gynt Suites & Sibelius: Pelléas et Mélisande,248.0
317.0,Mozart Gala: Famous Arias,249.0
ERROR,SCRIABIN: Vers la flamme,250.0
319.0,Armada: Music from the Courts of England and Spain,251.0
320.0,Mozart: Symphonies Nos. 40 & 41,248.0
321.0,Back to Black,252.0
322.0,Frank,252.0
323.0,Carried to Dust (Bonus Track Version),253.0
324.0,Beethoven: Symphony No. 6 'Pastoral' Etc.,
325.0,Bartok: Violin & Viola Concertos,255.0
326.0,Mendelssohn: A Midsummer Night's Dream,256.0
,Bach: Orchestral Suites Nos. 1 - 4,257.0
328.0,"Charpentier: Divertissements, Airs & Concerts",258.0
329.0,South American Getaway,259.0
330.0,Górecki: Symphony No. 3,260.0
331.0,Purcell: The Fairy Queen,261.0
332.0,The Ultimate Relexation Album,262.0
333.0,Purcell: Music for the Queen Mary,263.0
334.0,Weill: The Seven Deadly Sins,264.0
335.0,"J.S. Bach: Chaconne, Suite in E Minor, Partita in E Major & Prelude, Fugue and Allegro",265.0
336.0,Prokofiev: Symphony No.5 & Stravinksy: Le Sacre Du Printemps,248.0
337.0,"Szymanowski: Piano Works, Vol. 1",266.0
338.0,Nielsen: The Six Symphonies,267.0
339.0,Great Recordings of the Century: Paganini's 24 Caprices,268.0
340.0,Liszt - 12 Études D'Execution Transcendante,269.0
341.0,"Great Recordings of the Century - Shubert: Schwanengesang, 4 Lieder",270.0
342.0,"Locatelli: Concertos for Violin, Strings and Continuo, Vol. 3",271.0
343.0,Respighi:Pines of Rome,226.0
344.0,Schubert: The Late String Quartets & String Quintet (3 CD's),272.0
345.0,Monteverdi: L'Orfeo,273.0
346.0,Mozart: Chamber Music,274.0
347.0,Koyaanisqatsi (Soundtrack from the Motion Picture),275.0
266.0,Duos II,201.0
244.0,Van Halen,152.0
124.0,Cafezinho,97.0
217.0,No Security,142.0
288.0,"Fauré: Requiem, Ravel: Pavane & Others",222.0
